taxon.ID	phylum	class	order	family	genus	species
1351	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC162018
1352	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC162040
1353	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	MGBC162081
1354	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC162097
1355	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC162151
1356	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	ASF356	MGBC162170
1357	Firmicutes	Bacilli	RF39	CAG-1000	UMGS1217	MGBC162267
1358	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC162268
1359	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Amulumruptor	sp001689515
1360	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	sartorii
1361	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Parvibacter	MGBC162393
1362	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	globosum
1363	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	sp002358615
1364	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC162486
1366	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-145	MGBC162508
1367	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	
1368	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	sp002933955
1369	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-34	MGBC162555
1370	Firmicutes	Bacilli	RF39	CAG-611	CAG-611_NOV	MGBC162581
1371	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC162663
1372	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	apodemus
1373	Spirochaetota	Brachyspirae	Brachyspirales	Brachyspiraceae	Brachyspira	MGBC162742
1374	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	MGBC162746
1378	Bacteroidota	Bacteroidia	Flavobacteriales	UBA1820	UBA1820	sp003150615
1379	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	MGBC162806
1380	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	sp003979155
1381	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC162824
1382	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NOV	MGBC162829
1383	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC162832
1384	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	MGBC162833
1385	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC162871
1386	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC162876
1390	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	UBA11393	UBA11393_NOV	MGBC162888
1391	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	MGBC162917
1392	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	MGBC162921
1393	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	MGBC162943
1394	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	MGBC162966
1395	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC162980
1396	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC163016
1398	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_NOV	MGBC163017
1399	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC163040
1400	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC163085
1401	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	NM07-P-09	sp004793925
1403	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	CHKCI006	MGBC163165
1404	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC163303
1405	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC163323
1406	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC163329
1408	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA2882	MGBC163421
1409	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC163448
1410	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridiaceae_NOV	MGBC163490
1412	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA11957	MGBC163510
1413	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	MGBC163511
1414	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	MGBC163558
1415	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	ASF356	MGBC163564
1416	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC163656
1417	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	MGBC163672
1418	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	MGBC163738
1419	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	MGBC163752
1420	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC163836
1421	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	MGBC163852
1422	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	excrementihominis
1425	Firmicutes_A	Clostridia_A	Christensenellales	Christensenellaceae	QANA01	MGBC163952
1426	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_NOV	MGBC163961
1427	Firmicutes	Bacilli	RF39	CAG-1000	UMGS1217	MGBC163973
1428	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC164018
1429	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC164045
1430	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC164203
1431	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC164205
1432	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	MGBC164289
1433	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	MGBC164298
1434	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC164303
1435	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC164316
1436	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC164402
1437	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	MGBC164404
1438	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	MGBC164417
1439	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	AF33-28	MGBC164422
1440	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC164430
1441	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC164450
1442	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC164454
1443	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC164455
1444	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	MGBC164501
1445	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC164577
1446	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	MGBC164593
1447	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC164599
1449	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	MGBC164609
1450	Firmicutes	Bacilli	RF39	CAG-1000	CAG-582	MGBC164624
1451	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC164692
1452	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC164714
1453	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC164771
1456	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	MGBC164801
1457	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	MGBC164932
1458	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC164958
1459	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Parvibacter	MGBC164983
1460	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC165015
1461	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	MGBC165019
1462	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC165023
1463	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccaceae_NOV	MGBC165025
1465	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1405	MGBC165041
1466	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	MGBC165045
1467	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	MGBC165049
1468	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	MGBC165060
1469	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC165061
1470	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC165132
1471	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC165149
1472	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC165152
1473	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_NOV	MGBC165187
1474	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC165261
1475	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC165282
1477	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Ureaplasma	MGBC165308
1478	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC165345
1479	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700	MGBC165376
1480	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	MGBC165440
1482	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	valens
1483	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	MGBC165515
1485	Firmicutes	Bacilli	RF39	CAG-611	UBA3789	MGBC165561
1486	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC165605
1487	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC165708
1488	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC165752
1489	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC165885
1490	Firmicutes	Bacilli	RF39	CAG-822	UBA5578	MGBC165900
1491	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Parvibacter	MGBC165935
1492	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC166049
1493	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	UBA1381_NOV	MGBC166137
1494	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC166178
1498	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	MGBC166183
1499	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC166213
1500	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC166238
1501	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC166381
1502	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC166390
1503	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC166434
1504	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	MGBC166500
1505	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC166616
1506	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	MGBC166701
1507	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC166763
1508	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC166828
1509	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC166864
1510	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC167004
1511	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	taiwanensis
1512	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC167064
1513	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	sp002933775
