taxon.ID	phylum	class	order	family	genus	species
725	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	MGBC111873
726	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC111877
727	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA7177	MGBC112108
728	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC112435
729	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	muris
730	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC112619
731	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	sp003150235
732	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC112867
733	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC113161
734	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	sp002490635
735	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	MGBC113195
736	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	sp001689415
737	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	AF33-28	
738	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	AF33-28	MGBC113244
739	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC113262
740	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC113289
741	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	MGBC113320
742	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	MGBC113373
743	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	MGBC113403
744	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC113460
745	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	sp000208585
746	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC113509
747	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	sp000403395
748	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC113602
749	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC113609
750	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC113610
751	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NOV	MGBC113616
752	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridiaceae_NOV	
753	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridiaceae_NOV	MGBC113645
754	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	MGBC113668
755	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	UBA1381_NOV	
756	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	UBA1381_NOV	MGBC113686
757	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC113809
758	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC113841
759	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	sp002358415
760	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC113942
761	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	MGBC113951
762	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC113998
763	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC113999
766	Firmicutes_A	Clostridia	Lachnospirales	CAG-274	CAG-274_NOV	MGBC114079
767	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700	MGBC114095
768	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC114107
769	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC114113
770	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC114200
771	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC114255
772	Firmicutes	Bacilli	RF39	CAG-611	UMGS995	
773	Firmicutes	Bacilli	RF39	CAG-611	UMGS995	MGBC114289
774	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242		
775	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
776	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	MGBC114398
777	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC114452
778	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC114492
779	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC114583
780	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC114603
781	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC114681
783	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	M3	sp001689445
784	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC114844
785	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	sp003612565
786	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	sp000403475
787	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	sp000403255
788	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC114924
791	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	UBA710	sp002298905
792	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC114950
793	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC115029
794	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC115043
795	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	sp001580195
796	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC115181
797	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	MGBC115182
798	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC115325
800	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	himalayensis
801	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC115396
802	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis
803	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	faecium
805	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	plantarum
806	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC116392
807	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
808	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactis
809	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis
810	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA3818	MGBC116419
814	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobaceae_NOV	MGBC116426
815	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae
817	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	pentosaceus
818	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	pseudomesenteroides
819	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	finegoldii
820	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC116460
821	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	sp002362235
822	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC116657
823	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC116682
824	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	MGBC116689
825	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UMGS1872	
826	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UMGS1872	MGBC116724
828	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	
829	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	animalis
830	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	MGBC116833
831	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC116935
832	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC116940
834	Firmicutes_A	Clostridia_A	Christensenellales	Christensenellales_NOV	Christensenellales_NOV	
835	Firmicutes_A	Clostridia_A	Christensenellales	Christensenellales_NOV	Christensenellales_NOV	MGBC116941
836	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC116946
837	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC116954
838	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	MGBC116964
839	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC116970
841	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	sp900540295
842	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC117087
843	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC117094
847	Firmicutes	Bacilli	Haloplasmatales	Turicibacteraceae	Turicibacter	sp002311155
848	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC117253
850	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA3263	sp001689615
851	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	MGBC117378
852	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	MGBC117419
853	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC117436
854	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC117467
855	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC117495
856	Firmicutes	Bacilli	RF39	CAG-611	CAG-611_NOV	
857	Firmicutes	Bacilli	RF39	CAG-611	CAG-611_NOV	MGBC117562
858	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	MGBC117610
859	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC117628
860	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	MGBC117665
861	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	MGBC117744
862	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	MGBC117829
863	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-267	MGBC117992
864	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	MGBC118027
865	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	MGBC118028
866	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	MGBC118047
867	Firmicutes	Bacilli	RF39	CAG-822	UBA5578	
868	Firmicutes	Bacilli	RF39	CAG-822	UBA5578	MGBC118066
869	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC118072
870	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae		
872	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196	MGBC118087
873	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	sp002491945
874	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC118394
875	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC118395
876	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC118412
877	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	sp002490665
878	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC118768
880	Firmicutes	Bacilli	RF39	CAG-433	CAG-594	
881	Firmicutes	Bacilli	RF39	CAG-433	CAG-594	MGBC118889
882	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	MGBC118957
883	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix	MGBC119012
884	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_NOV	MGBC119074
885	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	
886	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	indistinctus
887	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	MGBC119114
888	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	MGBC119115
889	Firmicutes	Bacilli	RF39	CAG-1000	CAG-1000_NOV	
890	Firmicutes	Bacilli	RF39	CAG-1000	CAG-1000_NOV	MGBC119269
891	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-303	MGBC119292
892	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	MGBC119341
893	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	sp900555165
894	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC119608
895	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	MGBC119653
896	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC119725
897	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UMGS1872	MGBC119734
898	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC119765
899	Firmicutes	Bacilli	RF39	CAG-433	CAG-594	MGBC119771
900	Firmicutes	Bacilli	RF39	CAG-611	CAG-611_NOV	MGBC119817
902	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC119866
903	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC119923
905	Firmicutes	Bacilli	RF39	CAG-611	UBA7057	MGBC119928
906	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC119940
907	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC120045
908	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	sp003513705
909	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC120187
910	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC120236
911	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	MGBC120247
912	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC120314
913	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC120343
914	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC120354
916	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	MGBC120363
917	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC120460
918	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	sp001689575
919	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	sp002362135
920	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	ASF356	MGBC120805
922	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS1815	
923	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS1815	MGBC120887
924	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC120897
925	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC120929
926	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC121002
927	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	sp002493515
928	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	MGBC121214
929	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-603	MGBC121271
930	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	MGBC121343
931	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	sp900545525
932	Firmicutes	Bacilli	RF39	CAG-1000	UMGS1217	MGBC121705
933	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC121754
934	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC122214
935	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	hominis
936	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC122324
937	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC122397
938	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilales_NOV	Gastranaerophilales_NOV	MGBC122484
939	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	UMGS268	sp900540705
940	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	MGBC122606
941	Firmicutes	Bacilli	RF39	CAG-822	UBA5578	MGBC122614
942	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	UMGS268	MGBC122639
943	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC122917
944	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC122974
945	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NOV	MGBC123004
946	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC123009
947	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC123032
948	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	14-2	MGBC123049
949	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	MGBC123065
950	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC123224
951	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC123285
952	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC123372
953	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC123461
954	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	MGBC123502
955	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_J	MGBC123503
956	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	sp003612285
958	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	MGBC123563
959	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC123773
960	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC123815
961	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC123817
962	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	MGBC123951
963	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA946	
964	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA946	MGBC124430
965	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC124655
966	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC124762
967	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	CAG-475	MGBC124771
969	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Gastranaerophilaceae_NOV	MGBC124931
971	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	MGBC124934
972	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC125006
974	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	sp002493625
975	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	MGBC125142
976	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC125209
977	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC125215
978	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC125253
979	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC125399
980	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	sp001701295
984	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	stationis
985	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	MGBC125940
986	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC125952
987	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-63	MGBC126105
988	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	MGBC126123
993	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	MGBC126140
994	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	MGBC126149
995	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC126305
996	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus_A	lentus
997	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC127367
999	Firmicutes	Bacilli	RF39	CAG-822	CAG-822	MGBC127554
1000	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	MGBC127601
1001	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC127629
1002	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	sp900555715
1004	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	virosa
1005	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	MGBC127872
1006	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	
1007	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	MGBC127878
1008	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC127947
1009	Firmicutes	Bacilli	RF39	CAG-1000	UBA11963	MGBC127997
1011	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA7862	MGBC128010
1012	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	MGBC128103
1013	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC128194
1014	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	
1015	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	sp900066845
1016	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	arabinoxylanisolvens
1017	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC128313
1018	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	johnsonii
1019	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Amulumruptor	
1020	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Amulumruptor	sp900539915
1021	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	MGBC128419
1022	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	MGBC128531
1023	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	MGBC128759
1024	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	MGBC128762
1025	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD42-69	MGBC128780
1026	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A	MGBC128920
1027	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	japonicus
1028	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC128948
1029	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	UBA3700_NOV	MGBC128953
1030	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NOV	
1031	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NOV	MGBC128991
1032	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkiaceae_NOV	MGBC129052
1033	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	MGBC129154
1034	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	sp002362485
1035	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC129192
1036	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC129207
1037	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	MGBC129221
1038	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	MGBC129232
1040	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	MGBC129248
1041	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	MGBC129263
1042	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	
1043	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	MGBC129270
1044	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	MGBC129275
1045	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	1XD8-76	MGBC129284
1046	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	MGBC129303
1047	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	MGBC129315
1048	Firmicutes_A	Clostridia_A	Christensenellales	Christensenellales_NOV	Christensenellales_NOV	MGBC129327
1049	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	CAG-552_NOV	MGBC129342
1050	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	MGBC129349
1051	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NOV	MGBC129472
